name,desc,image
Copper Dragon Wyrmling,"Размер: Средний. 
 Харизма: 13. 
 Интеллект: 14. 
 Ловкость: 12. 
 Телосложение: 13. 
 Мудрость: 11. 
 Сила: 15. 
 Количество ХП: 200. 
Язык монстра: Draconic. 
 Hit dice: 4d8. 
 Действия:  - Bite: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage. - Breath Weapons: The dragon uses one of the following breath weapons.
Acid Breath. The dragon exhales acid in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 18 (4d8) acid damage on a failed save, or half as much damage on a successful one.
Slowing Breath. The dragon exhales gas in a 15-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.. 
 Легендарные действаия ",
Couatl,"Размер: Средний. 
 Харизма: 18. 
 Интеллект: 18. 
 Ловкость: 20. 
 Телосложение: 17. 
 Мудрость: 20. 
 Сила: 16. 
 Количество ХП: 1100. 
Язык монстра: all, telepathy 120 ft.. 
 Hit dice: 13d8. 
 Действия:  - Bite: Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: 8 (1d6 + 5) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 24 hours. Until this poison ends, the target is unconscious. Another creature can use an action to shake the target awake. - Constrict: Melee Weapon Attack: +6 to hit, reach 10 ft., one Medium or smaller creature. Hit: 10 (2d6 + 3) bludgeoning damage, and the target is grappled (escape DC 15). Until this grapple ends, the target is restrained, and the couatl can't constrict another target. - Change Shape: The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice).
In a new form, the couatl retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and other actions are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks. If the new form has a bite attack, the couatl can use its bite in that form.. 
 Легендарные действаия ",
Crab,"Размер: Крошечный. 
 Харизма: 2. 
 Интеллект: 1. 
 Ловкость: 11. 
 Телосложение: 10. 
 Мудрость: 8. 
 Сила: 2. 
 Количество ХП: 10. 
Язык монстра: . 
 Hit dice: 1d4. 
 Действия:  - Claw: Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 bludgeoning damage.. 
 Легендарные действаия ",
Crocodile,"Размер: Огромный. 
 Харизма: 5. 
 Интеллект: 2. 
 Ловкость: 10. 
 Телосложение: 13. 
 Мудрость: 10. 
 Сила: 15. 
 Количество ХП: 100. 
Язык монстра: . 
 Hit dice: 3d10. 
 Действия:  - Bite: Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the crocodile can't bite another target. 
 Легендарные действаия ",https://www.dnd5eapi.cohttps://www.dnd5eapi.co/api/images/monsters/crocodile.png
Cult Fanatic,"Размер: Средний. 
 Харизма: 14. 
 Интеллект: 10. 
 Ловкость: 14. 
 Телосложение: 12. 
 Мудрость: 13. 
 Сила: 11. 
 Количество ХП: 450. 
Язык монстра: any one language (usually Common). 
 Hit dice: 6d8. 
 Действия:  - Multiattack: The fanatic makes two melee attacks. - Dagger: Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.. 
 Легендарные действаия ",
Cultist,"Размер: Средний. 
 Харизма: 10. 
 Интеллект: 10. 
 Ловкость: 12. 
 Телосложение: 10. 
 Мудрость: 11. 
 Сила: 11. 
 Количество ХП: 25. 
Язык монстра: any one language (usually Common). 
 Hit dice: 2d8. 
 Действия:  - Scimitar: Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) slashing damage.. 
 Легендарные действаия ",
Darkmantle,"Размер: Маленький. 
 Харизма: 5. 
 Интеллект: 2. 
 Ловкость: 12. 
 Телосложение: 13. 
 Мудрость: 10. 
 Сила: 16. 
 Количество ХП: 100. 
Язык монстра: . 
 Hit dice: 5d6. 
 Действия:  - Crush: Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d6 + 3) bludgeoning damage, and the darkmantle attaches to the target. If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way.
While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target.
A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the darkmantle can detach itself from the target by using 5 feet of movement. - Darkness Aura: A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the darkmantle maintains concentration, up to 10 minutes (as if concentrating on a spell). Darkvision can't penetrate this darkness, and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.. 
 Легендарные действаия ",
Death Dog,"Размер: Средний. 
 Харизма: 6. 
 Интеллект: 3. 
 Ловкость: 14. 
 Телосложение: 14. 
 Мудрость: 13. 
 Сила: 15. 
 Количество ХП: 200. 
Язык монстра: . 
 Hit dice: 6d8. 
 Действия:  - Multiattack: The dog makes two bite attacks. - Bite: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the creature must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. This reduction lasts until the disease is cured. The creature dies if the disease reduces its hit point maximum to 0.. 
 Легендарные действаия ",
Deep Gnome (Svirfneblin),"Размер: Маленький. 
 Харизма: 9. 
 Интеллект: 12. 
 Ловкость: 14. 
 Телосложение: 14. 
 Мудрость: 10. 
 Сила: 15. 
 Количество ХП: 50. 
Язык монстра: Gnomish, Terran, Undercommon. 
 Hit dice: 3d6. 
 Действия:  - War Pick: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. - Poisoned Dart: Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. 
 Легендарные действаия ",
Deer,"Размер: Средний. 
 Харизма: 5. 
 Интеллект: 2. 
 Ловкость: 16. 
 Телосложение: 11. 
 Мудрость: 14. 
 Сила: 11. 
 Количество ХП: 10. 
Язык монстра: . 
 Hit dice: 1d8. 
 Действия:  - Bite: Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.. 
 Легендарные действаия ",
Deva,"Размер: Средний. 
 Харизма: 20. 
 Интеллект: 17. 
 Ловкость: 18. 
 Телосложение: 18. 
 Мудрость: 20. 
 Сила: 18. 
 Количество ХП: 5900. 
Язык монстра: all, telepathy 120 ft.. 
 Hit dice: 16d8. 
 Действия:  - Multiattack: The deva makes two melee attacks. - Mace: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage. - Healing Touch: The deva touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness. - Change Shape: The deva magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the deva's choice).
In a new form, the deva retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and special senses are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks.. 
 Легендарные действаия ",
Dire Wolf,"Размер: Огромный. 
 Харизма: 7. 
 Интеллект: 3. 
 Ловкость: 15. 
 Телосложение: 15. 
 Мудрость: 12. 
 Сила: 17. 
 Количество ХП: 200. 
Язык монстра: . 
 Hit dice: 5d10. 
 Действия:  - Bite: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.. 
 Легендарные действаия ",
Djinni,"Размер: Огромный. 
 Харизма: 20. 
 Интеллект: 15. 
 Ловкость: 15. 
 Телосложение: 22. 
 Мудрость: 16. 
 Сила: 21. 
 Количество ХП: 7200. 
Язык монстра: Auran. 
 Hit dice: 14d10. 
 Действия:  - Multiattack: The djinni makes three scimitar attacks. - Scimitar: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice). - Create Whirlwind: A 5-foot-radius, 30-foot-tall cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it.
A creature can use its action to free a creature restrained by the whirlwind, including itself, by succeeding on a DC 18 Strength check. If the check succeeds, the creature is no longer restrained and moves to the nearest space outside the whirlwind.. 
 Легендарные действаия ",
Doppelganger,"Размер: Средний. 
 Харизма: 14. 
 Интеллект: 11. 
 Ловкость: 18. 
 Телосложение: 14. 
 Мудрость: 12. 
 Сила: 11. 
 Количество ХП: 700. 
Язык монстра: Common. 
 Hit dice: 8d8. 
 Действия:  - Multiattack: The doppelganger makes two melee attacks. - Slam: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage. - Read Thoughts: The doppelganger magically reads the surface thoughts of one creature within 60 ft. of it. The effect can penetrate barriers, but 3 ft. of wood or dirt, 2 ft. of stone, 2 inches of metal, or a thin sheet of lead blocks it. While the target is in range, the doppelganger can continue reading its thoughts, as long as the doppelganger's concentration isn't broken (as if concentrating on a spell). While reading the target's mind, the doppelganger has advantage on Wisdom (Insight) and Charisma (Deception, Intimidation, and Persuasion) checks against the target.. 
 Легендарные действаия ",
Draft Horse,"Размер: Огромный. 
 Харизма: 7. 
 Интеллект: 2. 
 Ловкость: 10. 
 Телосложение: 12. 
 Мудрость: 11. 
 Сила: 18. 
 Количество ХП: 50. 
Язык монстра: . 
 Hit dice: 3d10. 
 Действия:  - Hooves: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) bludgeoning damage.. 
 Легендарные действаия ",
Dragon Turtle,"Размер: Громадный. 
 Харизма: 12. 
 Интеллект: 10. 
 Ловкость: 10. 
 Телосложение: 20. 
 Мудрость: 12. 
 Сила: 25. 
 Количество ХП: 18000. 
Язык монстра: Aquan, Draconic. 
 Hit dice: 22d20. 
 Действия:  - Multiattack: The dragon turtle makes three attacks: one with its bite and two with its claws. It can make one tail attack in place of its two claw attacks. - Bite: Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) piercing damage. - Claw: Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 16 (2d8 + 7) slashing damage. - Tail: Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 26 (3d12 + 7) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be pushed up to 10 feet away from the dragon turtle and knocked prone. - Steam Breath: The dragon turtle exhales scalding steam in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw, taking 52 (15d6) fire damage on a failed save, or half as much damage on a successful one. Being underwater doesn't grant resistance against this damage.. 
 Легендарные действаия ",
Dretch,"Размер: Маленький. 
 Харизма: 3. 
 Интеллект: 5. 
 Ловкость: 11. 
 Телосложение: 12. 
 Мудрость: 8. 
 Сила: 11. 
 Количество ХП: 25. 
Язык монстра: Abyssal, telepathy 60 ft. (works only with creatures that understand Abyssal). 
 Hit dice: 4d6. 
 Действия:  - Multiattack: The dretch makes two attacks: one with its bite and one with its claws. - Bite: Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage. - Claws: Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage. - Fetid Cloud: A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners, and its area is lightly obscured. It lasts for 1 minute or until a strong wind disperses it. Any creature that starts its turn in that area must succeed on a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way, the target can take either an action or a bonus action on its turn, not both, and can't take reactions.. 
 Легендарные действаия ",
Drider,"Размер: Огромный. 
 Харизма: 12. 
 Интеллект: 13. 
 Ловкость: 16. 
 Телосложение: 18. 
 Мудрость: 14. 
 Сила: 16. 
 Количество ХП: 2300. 
Язык монстра: Elvish, Undercommon. 
 Hit dice: 13d10. 
 Действия:  - Multiattack: The drider makes three attacks, either with its longsword or its longbow. It can replace one of those attacks with a bite attack. - Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 2 (1d4) piercing damage plus 9 (2d8) poison damage. - Longsword: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands. - Longbow: Ranged Weapon Attack: +6 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) poison damage.. 
 Легендарные действаия ",
Drow,"Размер: Средний. 
 Харизма: 12. 
 Интеллект: 11. 
 Ловкость: 14. 
 Телосложение: 10. 
 Мудрость: 11. 
 Сила: 10. 
 Количество ХП: 50. 
Язык монстра: Elvish, Undercommon. 
 Hit dice: 3d8. 
 Действия:  - Shortsword: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. - Hand Crossbow: Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake.. 
 Легендарные действаия ",
Druid,"Размер: Средний. 
 Харизма: 11. 
 Интеллект: 12. 
 Ловкость: 12. 
 Телосложение: 13. 
 Мудрость: 15. 
 Сила: 10. 
 Количество ХП: 450. 
Язык монстра: Druidic plus any two languages. 
 Hit dice: 5d8. 
 Действия:  - Quarterstaff:  Melee Weapon Attack: +2 to hit (+4 to hit with shillelagh), reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage, 4 (1d8) bludgeoning damage if wielded with two hands, or 6 (1d8 + 2) bludgeoning damage with shillelagh.. 
 Легендарные действаия ",
Dryad,"Размер: Средний. 
 Харизма: 18. 
 Интеллект: 14. 
 Ловкость: 12. 
 Телосложение: 11. 
 Мудрость: 15. 
 Сила: 10. 
 Количество ХП: 200. 
Язык монстра: Elvish, Sylvan. 
 Hit dice: 5d8. 
 Действия:  - Club: Melee Weapon Attack: +2 to hit (+6 to hit with shillelagh), reach 5 ft., one target. Hit: 2 (1 d4) bludgeoning damage, or 8 (1d8 + 4) bludgeoning damage with shillelagh. - Fey Charm: The dryad targets one humanoid or beast that she can see within 30 feet of her. If the target can see the dryad, it must succeed on a DC 14 Wisdom saving throw or be magically charmed. The charmed creature regards the dryad as a trusted friend to be heeded and protected. Although the target isn't under the dryad's control, it takes the dryad's requests or actions in the most favorable way it can.
Each time the dryad or its allies do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the dryad dies, is on a different plane of existence from the target, or ends the effect as a bonus action. If a target's saving throw is successful, the target is immune to the dryad's Fey Charm for the next 24 hours.
The dryad can have no more than one humanoid and up to three beasts charmed at a time.. 
 Легендарные действаия ",https://www.dnd5eapi.cohttps://www.dnd5eapi.co/api/images/monsters/dryad.png
Duergar,"Размер: Средний. 
 Харизма: 9. 
 Интеллект: 11. 
 Ловкость: 11. 
 Телосложение: 14. 
 Мудрость: 10. 
 Сила: 14. 
 Количество ХП: 200. 
Язык монстра: Dwarvish, Undercommon. 
 Hit dice: 4d8. 
 Действия:  - Enlarge: For 1 minute, the duergar magically increases in size, along with anything it is wearing or carrying. While enlarged, the duergar is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large, it attains the maximum size possible in the space available. - War Pick: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage, or 11 (2d8 + 2) piercing damage while enlarged. - Javelin: Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 9 (2d6 + 2) piercing damage while enlarged. - Invisibility: The duergar magically turns invisible until it attacks, casts a spell, or uses its Enlarge, or until its concentration is broken, up to 1 hour (as if concentrating on a spell). Any equipment the duergar wears or carries is invisible with it.. 
 Легендарные действаия ",
Dust Mephit,"Размер: Маленький. 
 Харизма: 10. 
 Интеллект: 9. 
 Ловкость: 14. 
 Телосложение: 10. 
 Мудрость: 11. 
 Сила: 5. 
 Количество ХП: 100. 
Язык монстра: Auran, Terran. 
 Hit dice: 5d6. 
 Действия:  - Claws: Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) slashing damage. - Blinding Breath: The mephit exhales a 15-foot cone of blinding dust. Each creature in that area must succeed on a DC 10 Dexterity saving throw or be blinded for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.. 
 Легендарные действаия ",
Eagle,"Размер: Маленький. 
 Харизма: 7. 
 Интеллект: 2. 
 Ловкость: 15. 
 Телосложение: 10. 
 Мудрость: 14. 
 Сила: 6. 
 Количество ХП: 10. 
Язык монстра: . 
 Hit dice: 1d6. 
 Действия:  - Talons: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.. 
 Легендарные действаия ",
Earth Elemental,"Размер: Огромный. 
 Харизма: 5. 
 Интеллект: 5. 
 Ловкость: 8. 
 Телосложение: 20. 
 Мудрость: 10. 
 Сила: 20. 
 Количество ХП: 1800. 
Язык монстра: Terran. 
 Hit dice: 12d10. 
 Действия:  - Multiattack: The elemental makes two slam attacks. - Slam: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.. 
 Легендарные действаия ",https://www.dnd5eapi.cohttps://www.dnd5eapi.co/api/images/monsters/earth-elemental.png
Efreeti,"Размер: Огромный. 
 Харизма: 16. 
 Интеллект: 16. 
 Ловкость: 12. 
 Телосложение: 24. 
 Мудрость: 15. 
 Сила: 22. 
 Количество ХП: 7200. 
Язык монстра: Ignan. 
 Hit dice: 16d10. 
 Действия:  - Multiattack: The efreeti makes two scimitar attacks or uses its Hurl Flame twice. - Scimitar: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire damage. - Hurl Flame: Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.. 
 Легендарные действаия ",
Elephant,"Размер: Огромный. 
 Харизма: 6. 
 Интеллект: 3. 
 Ловкость: 9. 
 Телосложение: 17. 
 Мудрость: 11. 
 Сила: 22. 
 Количество ХП: 1100. 
Язык монстра: . 
 Hit dice: 8d12. 
 Действия:  - Gore: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) piercing damage. - Stomp: Melee Weapon Attack: +8 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage.. 
 Легендарные действаия ",
Elk,"Размер: Огромный. 
 Харизма: 6. 
 Интеллект: 2. 
 Ловкость: 10. 
 Телосложение: 12. 
 Мудрость: 10. 
 Сила: 16. 
 Количество ХП: 50. 
Язык монстра: . 
 Hit dice: 2d10. 
 Действия:  - Ram: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage. - Hooves: Melee Weapon Attack: +5 to hit, reach 5 ft., one prone creature. Hit: 8 (2d4 + 3) bludgeoning damage.. 
 Легендарные действаия ",
Erinyes,"Размер: Средний. 
 Харизма: 18. 
 Интеллект: 14. 
 Ловкость: 16. 
 Телосложение: 18. 
 Мудрость: 14. 
 Сила: 18. 
 Количество ХП: 8400. 
Язык монстра: Infernal, telepathy 120 ft.. 
 Hit dice: 18d8. 
 Действия:  - Multiattack: The erinyes makes three attacks - Longsword: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands, plus 13 (3d8) poison damage. - Longbow: Ranged Weapon Attack: +7 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 13 (3d8) poison damage, and the target must succeed on a DC 14 Constitution saving throw or be poisoned. The poison lasts until it is removed by the lesser restoration spell or similar magic.. 
 Легендарные действаия ",
Ettercap,"Размер: Средний. 
 Харизма: 8. 
 Интеллект: 7. 
 Ловкость: 15. 
 Телосложение: 13. 
 Мудрость: 12. 
 Сила: 14. 
 Количество ХП: 450. 
Язык монстра: . 
 Hit dice: 8d8. 
 Действия:  - Multiattack: The ettercap makes two attacks: one with its bite and one with its claws. - Bite: Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) piercing damage plus 4 (1d8) poison damage. The target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. - Claws: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage. - Web: Ranged Weapon Attack: +4 to hit, range 30/60 ft., one Large or smaller creature. Hit: The creature is restrained by webbing. As an action, the restrained creature can make a DC 11 Strength check, escaping from the webbing on a success. The effect ends if the webbing is destroyed. The webbing has AC 10, 5 hit points, is vulnerable to fire damage and immune to bludgeoning damage.. 
 Легендарные действаия ",
Ettin,"Размер: Огромный. 
 Харизма: 8. 
 Интеллект: 6. 
 Ловкость: 8. 
 Телосложение: 17. 
 Мудрость: 10. 
 Сила: 21. 
 Количество ХП: 1100. 
Язык монстра: Giant, Orc. 
 Hit dice: 10d10. 
 Действия:  - Multiattack: The ettin makes two attacks: one with its battleaxe and one with its morningstar. - Battleaxe: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage. - Morningstar: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) piercing damage.. 
 Легендарные действаия ",
Fire Elemental,"Размер: Огромный. 
 Харизма: 7. 
 Интеллект: 6. 
 Ловкость: 17. 
 Телосложение: 16. 
 Мудрость: 10. 
 Сила: 10. 
 Количество ХП: 1800. 
Язык монстра: Ignan. 
 Hit dice: 12d10. 
 Действия:  - Multiattack: The elemental makes two touch attacks. - Touch: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.. 
 Легендарные действаия ",
Fire Giant,"Размер: Огромный. 
 Харизма: 13. 
 Интеллект: 10. 
 Ловкость: 9. 
 Телосложение: 23. 
 Мудрость: 14. 
 Сила: 25. 
 Количество ХП: 5000. 
Язык монстра: Giant. 
 Hit dice: 13d12. 
 Действия:  - Multiattack: The giant makes two greatsword attacks. - Greatsword: Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 28 (6d6 + 7) slashing damage. - Rock: Ranged Weapon Attack: +11 to hit, range 60/240 ft., one target. Hit: 29 (4d10 + 7) bludgeoning damage.. 
 Легендарные действаия ",
Flesh Golem,"Размер: Средний. 
 Харизма: 5. 
 Интеллект: 6. 
 Ловкость: 9. 
 Телосложение: 18. 
 Мудрость: 10. 
 Сила: 19. 
 Количество ХП: 1800. 
Язык монстра: understands the languages of its creator but can't speak. 
 Hit dice: 11d8. 
 Действия:  - Multiattack: The golem makes two slam attacks. - Slam: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.. 
 Легендарные действаия ",
Flying Snake,"Размер: Крошечный. 
 Харизма: 5. 
 Интеллект: 2. 
 Ловкость: 18. 
 Телосложение: 11. 
 Мудрость: 12. 
 Сила: 4. 
 Количество ХП: 25. 
Язык монстра: . 
 Hit dice: 2d4. 
 Действия:  - Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 1 piercing damage plus 7 (3d4) poison damage.. 
 Легендарные действаия ",
Flying Sword,"Размер: Маленький. 
 Харизма: 1. 
 Интеллект: 1. 
 Ловкость: 15. 
 Телосложение: 11. 
 Мудрость: 5. 
 Сила: 12. 
 Количество ХП: 50. 
Язык монстра: . 
 Hit dice: 5d6. 
 Действия:  - Longsword: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage.. 
 Легендарные действаия ",
Frog,"Размер: Крошечный. 
 Харизма: 3. 
 Интеллект: 1. 
 Ловкость: 13. 
 Телосложение: 8. 
 Мудрость: 8. 
 Сила: 1. 
 Количество ХП: 0. 
Язык монстра: . 
 Hit dice: 1d4. 
 Действия: . 
 Легендарные действаия ",
Frost Giant,"Размер: Огромный. 
 Харизма: 12. 
 Интеллект: 9. 
 Ловкость: 9. 
 Телосложение: 21. 
 Мудрость: 10. 
 Сила: 23. 
 Количество ХП: 3900. 
Язык монстра: Giant. 
 Hit dice: 12d12. 
 Действия:  - Multiattack: The giant makes two greataxe attacks. - Greataxe: Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage. - Rock: Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.. 
 Легендарные действаия ",
Gargoyle,"Размер: Средний. 
 Харизма: 7. 
 Интеллект: 6. 
 Ловкость: 11. 
 Телосложение: 16. 
 Мудрость: 11. 
 Сила: 15. 
 Количество ХП: 450. 
Язык монстра: Terran. 
 Hit dice: 7d8. 
 Действия:  - Multiattack: The gargoyle makes two attacks: one with its bite and one with its claws. - Bite: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. - Claws: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.. 
 Легендарные действаия ",
